         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            42978025              89        27.65        33.36         2460.85         2969.04
            75541722              78        22.80        25.97         1778.40         2025.66
            16224831              41        11.63        16.47          476.83          675.27
            87951178              60        18.19        23.37         1091.40         1402.20
            29257517              83        10.76        13.93          893.08         1156.19
            22877827               6        16.46        21.19           98.76          127.14
            20766559              15        17.28        21.88          259.20          328.20
            63689991              40        26.49        31.87         1059.60         1274.80
            35537534              60        27.18        32.16         1630.80         1929.60
            13045439              80        20.24        24.00         1619.20         1920.00
            31396612              63        15.52        21.11          977.76         1329.93
            31803679              94        23.14        26.61         2175.16         2501.34
            64463514               1        15.90        19.22           15.90           19.22
            64382696              86        15.98        20.57         1374.28         1769.02
            55371335              27        18.18        23.50          490.86          634.50
            38280325              17        12.94        16.01          219.98          272.17
            40176566              78        23.29        29.24         1816.62         2280.72
            86232263              80        11.06        14.93          884.80         1194.40
            74627727              31        23.93        28.06          741.83          869.86
            41677726              77        14.76        18.57         1136.52         1429.89
            21098319              27        16.73        20.84          451.71          562.68
            72216160               2        10.67        14.72           21.34           29.44
            80581530              95        11.64        15.99         1105.80         1519.05
            35303316              84        10.96        14.03          920.64         1178.52
            47216256              83        24.21        30.02         2009.43         2491.66
            58038988              62        13.42        17.69          832.04         1096.78
            28062267              47        14.68        18.06          689.96          848.82
            55842246              48        15.98        21.43          767.04         1028.64
            52555493              21        20.65        25.19          433.65          528.99
            65537294              64        21.96        27.57         1405.44         1764.48
            50310242              84        10.30        13.80          865.20         1159.20
            75630018              41        10.08        15.68          413.28          642.88
            72771191               3        17.78        23.31           53.34           69.93
            77189549              21        21.15        24.64          444.15          517.44
            18422552             100        22.06        27.26         2206.00         2726.00
            55263273              42        18.62        22.22          782.04          933.24
            42770709              50        12.19        15.44          609.50          772.00
            67515582              61        17.43        20.59         1063.23         1255.99
            78122228              85        13.73        18.55         1167.05         1576.75
            34307586              41        18.20        24.14          746.20          989.74
            79900665              22        21.35        24.99          469.70          549.78
            40278707              84        20.15        24.30         1692.60         2041.20
            27240862              43        28.12        31.28         1209.16         1345.04
            42145649              30        19.23        24.90          576.90          747.00
            60716308              47        20.86        26.78          980.42         1258.66
            37948824              62        25.06        28.67         1553.72         1777.54
            21323997              81        12.74        16.19         1031.94         1311.39
            44928407              38        14.42        20.03          547.96          761.14
            12968942              80        18.72        22.47         1497.60         1797.60
            54756389               6        10.30        13.48           61.80           80.88
            48583427              80        15.99        20.68         1279.20         1654.40
            83980353              56        20.50        25.99         1148.00         1455.44
            81982758              56        10.68        14.84          598.08          831.04
            27640169              59        10.52        15.35          620.68          905.65
            48635725              21        18.82        23.72          395.22          498.12
            62481686              38        27.38        31.15         1040.44         1183.70
            43715790              31        27.98        31.68          867.38          982.08
            66992188              85        29.40        33.97         2499.00         2887.45
            81252880              16        14.36        18.04          229.76          288.64
            14698138              39        15.68        21.08          611.52          822.12
            71351528              91        18.02        21.76         1639.82         1980.16
            24955147             100        15.08        20.76         1508.00         2076.00
            78039357              82        16.45        22.40         1348.90         1836.80
            47578754              90        26.20        30.44         2358.00         2739.60
            40749682              96        14.45        19.50         1387.20         1872.00
            11303142              47        10.56        16.35          496.32          768.45
            80858072              98        13.32        16.89         1305.36         1655.22
            74497902              82        20.00        23.21         1640.00         1903.22
            43548519              44        13.50        16.95          594.00          745.80
            25725760              15        26.82        32.17          402.30          482.55
            61965647              88        24.88        29.03         2189.44         2554.64
            57978117              10        28.15        33.61          281.50          336.10
            75268158              29        13.03        18.84          377.87          546.36
            38072280              17        22.95        28.65          390.15          487.05
            30739126              14        27.83        33.29          389.62          466.06
            34171236              19        24.01        29.29          456.19          556.51
            61130267              34        10.88        14.34          369.92          487.56
            73831091              86        25.67        30.20         2207.62         2597.20
            55473817              57        19.13        22.13         1090.41         1261.41
            53972005              43        22.81        28.51          980.83         1225.93
            81379037              14        27.74        31.56          388.36          441.84
            59128090              11        16.39        20.12          180.29          221.32
            32216703              97        23.12        28.83         2242.64         2796.51
            81296480              90        25.59        31.13         2303.10         2801.70
            46738486              38        14.87        19.44          565.06          738.72
            64418724               9        21.15        25.22          190.35          226.98
            43510588              29        25.05        29.18          726.45          846.22
            63435178              55        22.04        27.16         1212.20         1493.80
            59734200              12        25.75        31.22          309.00          374.64
            66028170              21        17.59        23.57          369.39          494.97
            81735019              16        25.51        31.43          408.16          502.88
            48509677               4        25.20        29.71          100.80          118.84
            18659990              43        15.01        20.76          645.43          892.68
            49052689              79        23.14        27.68         1828.06         2186.72
            21314622              60        18.99        24.19         1139.40         1451.40
            83637016              69        27.45        31.72         1894.05         2188.68
            87553231              70        23.79        28.20         1665.30         1974.00
            40036792              65        17.31        23.16         1125.15         1505.40
            32913509              42        11.94        16.43          501.48          690.06
            33429908              40        26.09        30.14         1043.60         1205.60
            61299263              98        29.11        33.01         2852.78         3234.98
            42578554              20        17.59        21.44          351.80          428.80
            17800899              16        22.20        26.01          355.20          416.16
            56827836              55        15.74        20.17          865.70         1109.35
            43771833              50        18.24        21.52          912.00         1076.00
            15963630               5        29.36        32.93          146.80          164.65
            28069210              27        12.45        16.94          336.15          457.38
            52392582              78        16.69        20.31         1301.82         1584.18
            31761910              89        17.84        23.01         1587.76         2047.89
            18082546              53        23.34        29.03         1237.02         1538.59
            41677726              77        14.76        18.57         1136.52         1429.89
            53717044              66        16.04        20.59         1058.64         1358.94
            32827437               8        20.49        24.73          163.92          197.84
            53741016              54        23.69        27.10         1279.26         1463.40
            79195238              21        11.38        15.86          238.98          333.06
            56044625              77        26.84        30.00         2066.68         2310.00
            73324460              35        13.12        18.60          459.20          651.00
            41721415              31        12.02        17.97          372.62          557.07
            58810322               4        19.17        25.03           76.68          100.12
            35631998              79        25.89        29.56         2045.31         2335.24
            77803747              70        26.72        29.74         1870.40         2081.80
            22442765              20        14.24        18.39          284.80          367.80
            39421903              19        10.45        16.29          198.55          309.51
            88491828              34        29.57        34.24         1005.38         1164.16
            60384491              55        28.17        32.53         1549.35         1789.15
            78629863               8        24.51        28.31          196.08          226.48
            50036717               8        24.69        28.73          197.52          229.84
            28166727               8        17.58        23.34          140.64          186.72
            66910032              10        12.87        17.11          128.70          171.10
            76254359              49        10.58        14.73          518.42          721.77
            43436020              40        25.86        30.99         1034.40         1239.60
            79902221              71        22.07        25.66         1566.97         1821.86
            63798705              29        25.13        30.85          728.77          894.65
            34092153               3        23.76        29.20           71.28           87.60
            79170842              16        29.59        34.75          473.44          556.00
            34763532              86        15.68        21.17         1348.48         1820.62
            21523085              56        18.54        22.90         1038.24         1282.40
            43051474              81        20.39        25.20         1651.59         2041.20
            32913509              42        11.94        16.43          501.48          690.06
            37948824              62        25.06        28.67         1553.72         1777.54
            66955027              45        26.73        30.99         1202.85         1394.55
            15039599               1        21.53        26.95           21.53           26.95
            23375463              13        15.85        20.15          206.05          261.95
            54221156              93        13.04        18.12         1212.72         1685.16
            35342162              75        29.91        34.65         2243.25         2598.75
            77514121              29        23.08        26.38          669.32          765.02
            44560715              50        13.19        17.67          659.50          883.50
            54036898              68        10.71        13.78          728.28          937.04
            80203561               4        28.03        32.89          112.12          131.56
            84666631              32        28.79        34.75          921.28         1112.00
            44603982              11        14.04        18.87          154.44          207.57
            70811150              90        27.85        33.48         2506.50         3013.20
            28560733              85        29.66        34.80         2521.10         2958.00
            34389249              83        17.68        22.58         1467.44         1874.14
            37511487              37        25.77        30.34          953.49         1122.58
            64002588              59        20.18        24.44         1190.62         1441.96
            16768461              35        10.07        15.28          352.45          534.80
            86578282              36        29.59        33.51         1065.24         1206.36
            76147512              40        24.26        27.40          970.40         1096.00
            47553915              25        19.60        25.24          490.00          631.00
            78023688              28        29.67        35.41          830.76          991.48
            53016903              16        11.19        15.79          179.04          252.64
            46288741              98        26.86        32.62         2632.28         3196.76
            59802180              33        13.26        17.79          437.58          587.07
            27572106              22        25.71        31.56          565.62          694.32
            31650412              77        28.82        32.43         2219.14         2497.11
            23842706              77        10.92        14.54          840.84         1119.58
            44544249               3        26.55        30.19           79.65           90.57
            42884653              91        15.56        19.32         1415.96         1758.12
            13258730              62        19.61        24.99         1215.82         1549.38
            71327423              62        27.16        31.77         1683.92         1969.74
            28232368              63        19.07        23.98         1201.41         1510.74
            64853503              41        12.51        16.82          512.91          689.62
            12880478              18        24.61        30.20          442.98          543.60
            72587977              76        24.53        29.75         1864.28         2261.00
            26923610              35        21.70        25.06          759.50          877.10
            84179853              47        12.93        18.61          607.71          874.67
            49559225              94        21.63        27.14         2033.22         2551.16
            50743173              92        24.91        29.66         2291.72         2728.72
            81781879              98        21.13        24.15         2070.74         2366.70
            31081490               1        20.71        24.06           20.71           24.06
            23180207              23        21.63        25.79          497.49          593.17
            80437590              89        12.47        17.70         1109.83         1575.30
            83582158              67        22.44        26.30         1503.48         1762.10
            79334055              46        26.54        30.77         1220.84         1415.42
            25372090              93        17.27        22.99         1606.11         2138.07
            15183855              18        24.59        29.80          442.62          536.40
            80101873              62        28.13        32.28         1744.06         2001.36
            39341800              25        24.32        29.58          608.00          739.50
            43984612              76        25.76        31.51         1957.76         2394.76
            65014865              54        28.95        34.28         1563.30         1851.12
            81106814               9        12.55        17.38          112.95          156.42
            80084832              35        23.91        28.79          836.85         1007.65
            44493871              38        21.74        24.88          826.12          945.44
            79891110               8        10.47        16.15           83.76          129.20
            86202831              47        29.26        35.23         1375.22         1655.81
            28342656               2        26.18        30.82           52.36           61.64
            35141667              98        21.15        26.43         2072.70         2590.14
            21552284              30        10.40        15.18          312.00          455.40
            49559225              94        21.63        27.14         2033.22         2551.16
            23132529              24        24.77        28.34          594.48          680.16
            14599689              68        21.52        26.55         1463.36         1805.40
            15431795              95        15.33        19.15         1456.35         1819.25
            31665020              26        15.76        18.78          409.76          488.28
            68458253              17        18.28        21.32          310.76          362.44
            34311148              62        12.77        18.19          791.74         1127.78
            55396347              65        12.49        18.04          811.85         1172.60
            77085365              41        22.53        26.66          923.73         1093.06
            78907535              46        22.91        27.32         1053.86         1256.72
            31081490               1        20.71        24.06           20.71           24.06
            55344433              71        29.00        34.35         2059.00         2438.85
            22971931              40        17.84        23.59          713.60          943.60
            22217524              54        10.94        15.56          590.76          840.24
            54756389               6        10.30        13.48           61.80           80.88
            80101956              97        23.40        28.25         2269.80         2740.25
            49045379              25        14.14        19.04          353.50          476.00
            20766559              15        17.28        21.88          259.20          328.20
            43941327              31        12.59        16.54          390.29          512.74
            15495526              36        16.20        20.47          583.20          736.92
            40176566              78        23.29        29.24         1816.62         2280.72
            66698657              48        16.13        21.83          774.24         1047.84
            73657743              49        19.68        23.46          964.32         1149.54
            17692750              97        18.54        23.26         1798.38         2256.22
            57301383              68        15.52        21.46         1055.36         1459.28
            68262175              92        19.83        24.50         1824.36         2254.00
            43891580              46        11.44        16.13          526.24          741.98
            55396347              65        12.49        18.04          811.85         1172.60
            80581530              95        11.64        15.99         1105.80         1519.05
            85525597              18        17.05        22.42          306.90          403.56
            62028894              95        28.44        33.25         2701.80         3158.75
            17103483              86        24.10        27.36         2072.60         2352.96
            56884152               4        15.70        21.26           62.80           85.04
            56030075              46        18.62        22.81          856.52         1049.26
            67515582              61        17.43        20.59         1063.23         1255.99
            55263273              42        18.62        22.22          782.04          933.24
            15388347              59        27.85        32.62         1643.15         1924.58
            78122228              85        13.73        18.55         1167.05         1576.75
            58609625               1        23.58        27.78           23.58           27.78
            34850784              89        12.43        15.68         1106.27         1395.52
            60716308              47        20.86        26.78          980.42         1258.66
            83361455              50        10.14        16.07          507.00          803.50
            65853384              51        18.67        22.56          952.17         1150.56
            44928407              38        14.42        20.03          547.96          761.14
            38932471              34        12.93        17.33          439.62          589.22
            63758855              39        11.25        14.70          438.75          573.30
            27640169              59        10.52        15.35          620.68          905.65
            85466608              62        12.70        16.12          787.40          999.44
            17103483              86        24.10        27.36         2072.60         2352.96
            56884152               4        15.70        21.26           62.80           85.04
            31917171              58        23.27        27.29         1349.66         1582.82
            65237455              56        12.63        17.39          707.28          973.84
            82701870              86        10.09        15.23          867.74         1309.78
            49336268              99        15.02        18.51         1486.98         1832.49
            11303142              47        10.56        16.35          496.32          768.45
            32827437               8        20.49        24.73          163.92          197.84
            34189844              93        16.77        20.93         1559.61         1946.49
            14366464              32        10.12        15.81          323.84          505.92
            37303335              98        14.00        19.04         1372.00         1865.92
            85466608              62        12.70        16.12          787.40          999.44
            83391843              30        20.31        23.67          609.30          710.10
            62963680              36        17.16        22.50          617.76          810.00
            85699185              26        13.43        19.23          349.18          499.98
            17358405              66        15.82        21.08         1044.12         1391.28
            68324629               6        24.98        30.61          149.88          183.66
            79065482              77        15.63        21.13         1203.51         1627.01
            46182485              57        11.19        15.73          637.83          896.61
            64418724               9        21.15        25.22          190.35          226.98
            13201627              70        18.12        24.09         1268.40         1686.30
            48509677               4        25.20        29.71          100.80          118.84
            71912539               9        13.96        19.25          125.64          173.25
            41610696               9        14.03        17.30          126.27          155.70
            61677125              39        27.05        32.57         1054.95         1270.23
            83637016              69        27.45        31.72         1894.05         2188.68
            59333352              73        25.88        29.43         1889.24         2148.39
            38334221               7        26.57        32.06          185.99          224.42
            77435552              39        12.08        17.33          471.12          675.87
            59142280              97        20.84        25.19         2021.48         2443.43
            56886748              18        24.94        30.92          448.92          556.56
            85699860              21        20.28        23.37          425.88          490.77
            43416112              72        25.53        28.62         1838.16         2060.64
            58782510              80        21.90        25.49         1752.00         2039.20
            46132369              64        28.23        32.34         1806.72         2069.76
            46318094              53        13.39        18.74          709.67          993.22
            75799058              31        25.89        30.75          802.59          953.25
            50040763              32        14.71        20.02          470.72          640.64
            75724437              74        23.26        26.87         1721.24         1988.38
            70401508              98        28.82        34.04         2824.36         3335.92
            41721415              31        12.02        17.97          372.62          557.07
            77803747              70        26.72        29.74         1870.40         2081.80
            50036717               8        24.69        28.73          197.52          229.84
            85941566              18        21.95        27.00          395.10          486.00
            32895121              61        28.99        32.57         1768.39         1986.77
            50317035              30        22.64        25.68          679.20          770.40
            35304393              38        29.75        33.66         1130.50         1279.08
            30174319              22        29.51        33.43          649.22          735.46
            21291543              84        21.88        27.76         1837.92         2331.84
            41989446              16        22.21        27.26          355.36          436.16
            34189844              93        16.77        20.93         1559.61         1946.49
            23375463              13        15.85        20.15          206.05          261.95
            54404663              50        25.23        29.16         1261.50         1458.00
            63798705              29        25.13        30.85          728.77          894.65
            41818150              51        13.22        18.99          674.22          968.49
            81912584              99        26.86        31.94         2659.14         3162.06
            72247784              90        11.52        17.26         1036.80         1553.40
            37413158              28        28.57        33.34          799.96          933.52
            13201627              70        18.12        24.09         1268.40         1686.30
            45136408               2        12.71        15.71           25.42           31.42
            70811150              90        27.85        33.48         2506.50         3013.20
            44735928               9        27.18        31.76          244.62          285.84
            29134137              49        13.61        18.81          666.89          921.69
            54667311              34        13.30        17.40          452.20          591.60
            34549045               7        13.67        16.67           95.69          116.69
            53904146              33        29.37        35.22          969.21         1162.26
            14947415              10        16.17        21.10          161.70          211.00
            77086936              79        19.91        25.81         1572.89         2038.99
            59802180              33        13.26        17.79          437.58          587.07
            80101956              97        23.40        28.25         2269.80         2740.25
            71852096              57        26.92        30.71         1534.44         1750.47
            71327423              62        27.16        31.77         1683.92         1969.74
            88550476              20        21.62        24.86          432.40          497.20
            60410146              21        26.93        32.34          565.53          679.14
            84179853              47        12.93        18.61          607.71          874.67
            74543762              61        12.57        16.86          766.77         1028.46
            76076746              64        15.72        19.29         1006.08         1234.56
            40160899              46        10.83        14.53          498.18          668.38
            29022294              63        14.43        18.23          909.09         1148.49
            29884085              52        26.47        30.46         1376.44         1583.92
            37761798              48        13.31        17.97          638.88          862.56
            35262107               8        14.46        19.91          115.68          159.28
            47533952              96        11.85        15.79         1137.60         1515.84
            43416112              72        25.53        28.62         1838.16         2060.64
            54036898              68        10.71        13.78          728.28          937.04
            72660734              37        22.74        27.19          841.38         1006.03
            39341800              25        24.32        29.58          608.00          739.50
            86202831              47        29.26        35.23         1375.22         1655.81
            28342656               2        26.18        30.82           52.36           61.64
            68458253              17        18.28        21.32          310.76          362.44
            49265048              58        13.50        18.90          783.00         1096.20
            77086674              85        18.06        23.88         1535.10         2029.80
            29257517              83        10.76        13.93          893.08         1156.19
            43849621              22        20.16        23.82          443.52          524.04
            69730813              84        12.39        17.64         1040.76         1481.76
            58759637              78        15.20        18.21         1185.60         1420.38
            82258988              50        17.04        20.76          852.00         1038.00
            62111634               1        16.41        19.97           16.41           19.97
            55344433              71        29.00        34.35         2059.00         2438.85
            59474045              55        11.99        16.72          659.45          919.60
            15495526              36        16.20        20.47          583.20          736.92
            86012790               1        11.18        15.75           11.18           15.75
            69384947              99        12.41        16.75         1228.59         1658.25
            75529079              28        29.27        33.08          819.56          926.24
            16224831              41        11.63        16.47          476.83          675.27
            74375297              31        12.28        18.21          380.68          564.51
            77430412              70        29.20        34.45         2044.00         2411.50
            49300488              61        10.69        16.28          652.09          993.08
            34389249              83        17.68        22.58         1467.44         1874.14
            43941327              31        12.59        16.54          390.29          512.74
            46621097              48        26.37        29.84         1265.76         1432.32
            57630177              38        26.52        29.81         1007.76         1132.78
            77445705              30        29.18        33.65          875.40         1009.50
            56030075              46        18.62        22.81          856.52         1049.26
            66314342              42        21.79        27.58          915.18         1158.36
            35539581              17        16.74        22.13          284.58          376.21
            78039357              82        16.45        22.40         1348.90         1836.80
            60123854              80        22.90        26.34         1832.00         2107.20
            56664402              75        12.40        15.93          930.00         1194.75
            30418386              42        23.72        28.11          996.24         1180.62
            39941194              44        19.12        23.33          841.28         1026.52
            83361455              50        10.14        16.07          507.00          803.50
            11531675              85        10.99        16.11          934.15         1369.35
            52555493              21        20.65        25.19          433.65          528.99
            32945551              21        21.25        26.10          446.25          548.10
            75268158              29        13.03        18.84          377.87          546.36
            39635549               8        28.02        33.32          224.16          266.56
            11587650              37        10.76        14.92          398.12          552.04
            50295179              88        23.09        28.10         2031.92         2472.80
            75630018              41        10.08        15.68          413.28          642.88
            83234292              26        23.80        29.24          618.80          760.24
            88304184              84        18.55        23.14         1558.20         1943.76
            31187804              66        20.23        25.46         1335.18         1680.36
            71529535              21        27.36        31.04          574.56          651.84
            49263193              93        29.39        34.89         2733.27         3244.77
            57739204               1        23.02        27.52           23.02           27.52
            59142280              97        20.84        25.19         2021.48         2443.43
            41989446              16        22.21        27.26          355.36          436.16
            32407988              15        28.85        34.65          432.75          519.75
            47533952              96        11.85        15.79         1137.60         1515.84
            16618211              24        17.44        20.78          418.56          498.72
            26383509              27        22.91        27.15          618.57          733.05
            79900665              22        21.35        24.99          469.70          549.78
            34171236              19        24.01        29.29          456.19          556.51
            59189425              89        22.54        27.43         2006.06         2441.27
            24467721               3        15.72        21.71           47.16           65.13
            19121129              99        11.37        14.84         1125.63         1469.16
            29134137              49        13.61        18.81          666.89          921.69
            53972005              43        22.81        28.51          980.83         1225.93
            34751590              46        12.60        16.52          579.60          759.92
            32216703              97        23.12        28.83         2242.64         2796.51
            21094940              53        12.59        17.31          667.27          917.43
            82011078              13        18.39        23.28          239.07          302.64
            17559533              50        24.91        30.57         1245.50         1528.50
            74877073              90        19.64        22.65         1767.60         2038.50
            60289116               3        14.50        18.91           43.50           56.73
            57667879              22        16.21        22.04          356.62          484.88
            60360685              42        28.86        33.14         1212.12         1391.88
            59333352              73        25.88        29.43         1889.24         2148.39
            56411306              64        10.97        16.64          702.08         1064.96
            67317709              16        10.27        15.03          164.32          240.48
            77086936              79        19.91        25.81         1572.89         2038.99
            23026496              35        20.95        24.90          733.25          871.50
            49493175              39        14.55        19.03          567.45          742.17
            43771833              50        18.24        21.52          912.00         1076.00
            73638310              31        14.74        19.35          456.94          599.85
            22307784              99        14.22        19.97         1407.78         1977.03
            24718062              29        24.71        30.57          716.59          886.53
            77086674              85        18.06        23.88         1535.10         2029.80
            84623811               2        15.66        20.90           31.32           41.80
            81982758              56        10.68        14.84          598.08          831.04
            88563106              11        11.74        16.01          129.14          176.11
            24955147             100        15.08        20.76         1508.00         2076.00
            63706075              21        15.39        21.26          323.19          446.46
            38944334              93        13.73        18.51         1276.89         1721.43
            54667311              34        13.30        17.40          452.20          591.60
            76601028              28        21.49        25.62          601.72          717.36
            81138617              46        15.15        19.76          696.90          908.96
            16768461              35        10.07        15.28          352.45          534.80
            39458442              23        20.49        26.06          471.27          599.38
            88301639              13        23.37        27.32          303.81          355.16
            80858072              98        13.32        16.89         1305.36         1655.22
            78407458               4        16.28        21.33           65.12           85.32
            25725760              15        26.82        32.17          402.30          482.55
            53016903              16        11.19        15.79          179.04          252.64
            18870895              77        22.80        26.50         1755.60         2040.50
            72874936               5        18.34        22.96           91.70          114.80
            57630177              38        26.52        29.81         1007.76         1132.78
            37195393              94        25.99        29.97         2443.06         2817.18
            52614745              37        22.62        28.25          836.94         1045.25
            12880478              18        24.61        30.20          442.98          543.60
            66314342              42        21.79        27.58          915.18         1158.36
            52968876              99        11.77        17.62         1165.23         1744.38
            54979164              83        21.06        25.15         1747.98         2087.45
            88301639              13        23.37        27.32          303.81          355.16
            11587650              37        10.76        14.92          398.12          552.04
            18977685              81        16.39        20.36         1327.59         1649.16
            67167784               7        20.82        24.08          145.74          168.56
            43051474              81        20.39        25.20         1651.59         2041.20
            24388225              28        17.90        22.64          501.20          633.92
            28458648              97        19.67        22.73         1907.99         2204.81
            51138886              14        29.87        34.45          418.18          482.30
            14375908              58        15.24        19.87          883.92         1152.46
            35390230              73        26.80        31.99         1956.40         2335.27
            65014865              54        28.95        34.28         1563.30         1851.12
            31050885              78        18.33        21.95         1429.74         1712.10
            38917581              77        26.47        31.07         2038.19         2392.39
            36386359              60        12.09        17.21          725.40         1032.60
            35071419              50        18.92        22.88          946.00         1144.00
            88189478              86        15.24        19.55         1310.64         1681.30
            62839762              93        14.75        20.19         1371.75         1877.67
            73556705              24        21.20        25.96          508.80          623.04
            36760711              52        18.94        23.46          984.88         1219.92
            27176633              51        12.76        16.22          650.76          827.22
            87209284              91        27.20        31.42         2475.20         2859.22
            86578282              36        29.59        33.51         1065.24         1206.36
            18982295              44        21.43        25.71          942.92         1131.24
            71387635              81        14.74        17.92         1193.94         1451.52
            75268158              29        13.03        18.84          377.87          546.36
            26383509              27        22.91        27.15          618.57          733.05
            24467721               3        15.72        21.71           47.16           65.13
            53972005              43        22.81        28.51          980.83         1225.93
            86414890              27        10.02        14.42          270.54          389.34
            32216703              97        23.12        28.83         2242.64         2796.51
            49493175              39        14.55        19.03          567.45          742.17
            31803679              94        23.14        26.61         2175.16         2501.34
            44137228              61        23.26        27.46         1418.86         1675.06
